[2, 6, -3, 0, 21, 15, 3, 5, 6, 1]
[2, -3, 6, 0, 21, 15, 3, 5, 6, 1]
[2, -3, 0, 6, 21, 15, 3, 5, 6, 1]
[2, -3, 0, 6, 21, 15, 3, 5, 6, 1]
[2, -3, 0, 6, 15, 21, 3, 5, 6, 1]
[2, -3, 0, 6, 15, 3, 21, 5, 6, 1]
[2, -3, 0, 6, 15, 3, 5, 21, 6, 1]
[2, -3, 0, 6, 15, 3, 5, 6, 21, 1]
[2, -3, 0, 6, 15, 3, 5, 6, 1, 21]
[-3, 2, 0, 6, 15, 3, 5, 6, 1, 21]
[-3, 0, 2, 6, 15, 3, 5, 6, 1, 21]
[-3, 0, 2, 6, 15, 3, 5, 6, 1, 21]
[-3, 0, 2, 6, 15, 3, 5, 6, 1, 21]
[-3, 0, 2, 6, 3, 15, 5, 6, 1, 21]
[-3, 0, 2, 6, 3, 5, 15, 6, 1, 21]
[-3, 0, 2, 6, 3, 5, 6, 15, 1, 21]
[-3, 0, 2, 6, 3, 5, 6, 1, 15, 21]
[-3, 0, 2, 6, 3, 5, 6, 1, 15, 21]
[-3, 0, 2, 6, 3, 5, 6, 1, 15, 21]
[-3, 0, 2, 6, 3, 5, 6, 1, 15, 21]
[-3, 0, 2, 6, 3, 5, 6, 1, 15, 21]
[-3, 0, 2, 3, 6, 5, 6, 1, 15, 21]
[-3, 0, 2, 3, 5, 6, 6, 1, 15, 21]
[-3, 0, 2, 3, 5, 6, 6, 1, 15, 21]
[-3, 0, 2, 3, 5, 6, 1, 6, 15, 21]
[-3, 0, 2, 3, 5, 6, 1, 6, 15, 21]
[-3, 0, 2, 3, 5, 6, 1, 6, 15, 21]
[-3, 0, 2, 3, 5, 6, 1, 6, 15, 21]
[-3, 0, 2, 3, 5, 6, 1, 6, 15, 21]
[-3, 0, 2, 3, 5, 6, 1, 6, 15, 21]
[-3, 0, 2, 3, 5, 6, 1, 6, 15, 21]
[-3, 0, 2, 3, 5, 6, 1, 6, 15, 21]
[-3, 0, 2, 3, 5, 1, 6, 6, 15, 21]
[-3, 0, 2, 3, 5, 1, 6, 6, 15, 21]
[-3, 0, 2, 3, 5, 1, 6, 6, 15, 21]
[-3, 0, 2, 3, 5, 1, 6, 6, 15, 21]
[-3, 0, 2, 3, 5, 1, 6, 6, 15, 21]
[-3, 0, 2, 3, 5, 1, 6, 6, 15, 21]
[-3, 0, 2, 3, 5, 1, 6, 6, 15, 21]
[-3, 0, 2, 3, 5, 1, 6, 6, 15, 21]
[-3, 0, 2, 3, 1, 5, 6, 6, 15, 21]
[-3, 0, 2, 3, 1, 5, 6, 6, 15, 21]
[-3, 0, 2, 3, 1, 5, 6, 6, 15, 21]
[-3, 0, 2, 3, 1, 5, 6, 6, 15, 21]
[-3, 0, 2, 3, 1, 5, 6, 6, 15, 21]
[-3, 0, 2, 3, 1, 5, 6, 6, 15, 21]
[-3, 0, 2, 3, 1, 5, 6, 6, 15, 21]
[-3, 0, 2, 3, 1, 5, 6, 6, 15, 21]
[-3, 0, 2, 1, 3, 5, 6, 6, 15, 21]
[-3, 0, 2, 1, 3, 5, 6, 6, 15, 21]
[-3, 0, 2, 1, 3, 5, 6, 6, 15, 21]
[-3, 0, 2, 1, 3, 5, 6, 6, 15, 21]
[-3, 0, 2, 1, 3, 5, 6, 6, 15, 21]
[-3, 0, 2, 1, 3, 5, 6, 6, 15, 21]
[-3, 0, 2, 1, 3, 5, 6, 6, 15, 21]
[-3, 0, 2, 1, 3, 5, 6, 6, 15, 21]
